age,birthDayOfMonth,birthMonth,birthYear,bustSize,class,cupSize,height,hipSize,name,waistSize,weight,voiceBy
30,20,9,1989,82.0,class FemaleRealTalent,C,163.0,88.0,千代田唯,58.0,45.0,
34,13,9,1985,82.0,class FemaleRealTalent,B,168.0,86.0,鈴木えみ,58.0,43.0,
26,20,2,1993,86.0,class FemaleRealTalent,F,173.0,89.0,上福ゆき,61.0,51.0,
51,26,5,1968,92.0,class FemaleRealTalent,E,168.0,89.0,田島都,60.0,51.0,
29,4,4,1990,80.0,class FemaleRealTalent,C,160.0,83.0,三原勇希,58.0,46.0,
29,1,12,1990,83.0,class FemaleRealTalent,D,152.0,83.0,椎名歩美,60.0,43.0,
34,6,11,1985,78.0,class FemaleRealTalent,A,167.5,87.0,日高薫,59.0,48.0,
31,11,11,1988,82.0,class FemaleRealTalent,A,169.0,88.0,谷ちあき,58.0,45.0,
24,20,5,1995,83.0,class FemaleRealTalent,D,162.0,87.0,茜音,60.0,52.0,
38,2,11,1981,82.0,class FemaleRealTalent,B,170.0,85.0,堀まゆみ,58.0,46.0,
33,10,10,1986,88.0,class FemaleRealTalent,F,160.0,86.0,秋山優,60.0,47.0,
43,17,2,1976,95.0,class FemaleRealTalent,H,164.0,88.0,大原がおり,58.0,47.0,
41,6,11,1978,83.0,class FemaleRealTalent,D,164.0,86.0,小田茜,60.0,52.0,
42,26,1,1978,80.0,class FemaleRealTalent,D,158.0,83.0,来栖あつこ,55.0,40.0,
27,18,4,1992,83.0,class FemaleRealTalent,C,165.0,86.0,小松美咲,59.0,49.0,
34,9,9,1985,93.0,class FemaleRealTalent,H,154.0,88.0,たしろさやか,58.0,45.0,
33,17,4,1986,82.0,class FemaleRealTalent,A,175.0,87.0,中村明花,58.0,53.0,
35,4,10,1984,83.0,class FemaleRealTalent,D,164.0,90.0,八田亜矢子,60.0,47.0,
23,1,10,1996,71.0,class FemaleRealTalent,B,165.0,74.0,鈴木ゆうか,52.0,40.6,
34,15,11,1985,83.0,class FemaleRealTalent,A,170.0,84.0,熊澤枝里子,58.0,49.0,
31,18,9,1988,86.0,class FemaleRealTalent,E,166.0,86.0,一戸愛子,58.0,48.0,
54,12,9,1965,82.0,class FemaleRealTalent,F,165.4,84.0,岡本夏生,68.0,47.8,
38,29,10,1981,85.0,class FemaleRealTalent,D,155.0,83.0,岸本ゆきえ,58.0,38.0,
34,6,2,1986,82.0,class FemaleRealTalent,B,161.0,87.0,内田安咲美,60.0,48.0,
48,6,12,1971,83.0,class FemaleRealTalent,D,162.0,80.0,西野優輝,60.0,44.0,
28,19,8,1991,88.0,class FemaleRealTalent,F,162.0,83.0,かえひろみ,56.0,43.0,
28,11,4,1991,92.0,class FemaleRealTalent,H,158.0,88.0,岸明日香,58.0,42.7,
28,20,10,1991,78.0,class FemaleRealTalent,C,160.0,81.0,朝比パメラ,55.0,40.0,
42,31,3,1977,83.0,class FemaleRealTalent,D,161.0,80.0,上原さくら,54.0,41.0,
36,7,2,1984,88.0,class FemaleRealTalent,C,156.0,85.0,高木あずさ,58.0,38.0,
37,2,2,1983,100.0,class FemaleRealTalent,J,166.0,85.0,田辺はるか,58.0,45.0,
34,1,2,1986,86.0,class FemaleRealTalent,C,168.0,88.0,西田美歩,57.0,48.0,
43,27,7,1976,88.0,class FemaleRealTalent,D,160.0,86.0,望月さや,57.0,46.0,
41,23,1,1979,100.0,class FemaleRealTalent,I,163.0,88.0,千原こずえ,60.0,50.0,
29,12,9,1990,90.0,class FemaleRealTalent,G,157.0,86.0,黒田万結花,58.0,43.0,
30,16,8,1989,79.0,class FemaleRealTalent,D,151.0,78.0,伊藤沙菜,56.0,43.0,
34,10,9,1985,82.0,class FemaleRealTalent,A,166.2,87.0,桃香,57.0,46.5,
27,6,8,1992,80.0,class FemaleRealTalent,B,167.0,80.0,溝口真央,56.0,44.0,
53,28,12,1966,80.0,class FemaleRealTalent,B,157.5,83.0,高井麻巳子,58.0,44.0,
41,11,9,1978,83.0,class FemaleRealTalent,D,171.0,86.0,船津未帆,58.0,48.0,
37,22,1,1983,81.0,class FemaleRealTalent,D,160.0,79.0,初音みう,54.0,42.0,
37,9,1,1983,85.0,class FemaleRealTalent,D,167.0,84.0,山崎みどり,56.0,44.4,
36,24,11,1983,85.0,class FemaleRealTalent,D,163.0,85.0,山内智恵,58.0,48.0,
45,18,4,1974,80.0,class FemaleRealTalent,C,165.0,87.0,伊藤裕子,60.0,48.0,
25,21,11,1994,84.0,class FemaleRealTalent,E,162.0,86.0,瀬名葉月,58.0,45.0,
33,11,12,1986,84.0,class FemaleRealTalent,D,158.0,83.0,若山愛美,57.0,47.0,
27,16,12,1992,82.0,class FemaleRealTalent,C,163.0,83.0,三浦萌,60.0,42.0,
32,18,9,1987,85.0,class FemaleRealTalent,D,167.0,89.0,三田真央,60.0,54.0,
25,12,5,1994,87.0,class FemaleRealTalent,G,173.0,87.0,宮本エリアナ,60.0,58.0,
29,16,4,1990,86.0,class FemaleRealTalent,D,162.0,88.0,本間理紗,60.0,40.0,
34,21,10,1985,88.0,class FemaleRealTalent,E,168.0,85.0,中山エリサ,58.0,48.0,
39,20,11,1980,91.0,class FemaleRealTalent,F,167.0,87.0,小池栄子,59.0,60.0,
39,28,7,1980,103.0,class FemaleRealTalent,I,166.0,88.0,根本はるみ,60.0,58.0,
43,19,4,1976,84.0,class FemaleRealTalent,C,162.0,85.0,坂下千里子,58.0,48.0,
39,5,3,1980,87.0,class FemaleRealTalent,C,153.0,86.0,山田まりや,58.0,44.0,
29,25,12,1990,77.0,class FemaleRealTalent,B,162.0,87.0,清水芹夏,58.0,43.0,
36,3,5,1983,84.0,class FemaleRealTalent,E,163.0,80.0,渡部いずみ,58.0,47.0,
32,13,5,1987,86.0,class FemaleRealTalent,E,169.0,87.0,中村優,60.0,49.0,
26,2,3,1993,86.0,class FemaleRealTalent,E,166.0,86.0,山中真由美,64.0,51.0,
38,24,4,1981,82.0,class FemaleRealTalent,D,157.0,83.0,山本梓,55.0,47.2,
35,2,7,1984,84.0,class FemaleRealTalent,D,161.0,87.0,藤井リナ,57.0,43.0,
38,28,9,1981,105.0,class FemaleRealTalent,I,158.0,87.0,神楽坂恵,57.0,46.0,
45,24,1,1975,82.0,class FemaleRealTalent,E,161.0,83.0,宮内知美,58.0,43.0,
34,22,1,1986,88.0,class FemaleRealTalent,E,163.0,88.0,福西菜月,57.0,43.0,
25,13,10,1994,84.0,class FemaleRealTalent,G,160.0,83.0,佐野ひなこ,51.0,40.0,
31,26,9,1988,85.0,class FemaleRealTalent,E,160.0,87.0,黒木マリナ,56.0,48.0,
39,25,4,1980,85.0,class FemaleRealTalent,D,155.0,85.0,宮澤寿梨,56.0,44.0,
31,22,5,1988,80.0,class FemaleRealTalent,B,163.0,83.0,大山貴世,57.0,46.0,
34,11,10,1985,86.0,class FemaleRealTalent,G,158.0,86.0,木口亜矢,54.0,42.0,
35,28,7,1984,88.0,class FemaleRealTalent,D,166.0,87.0,伊藤かな,59.0,40.0,
36,16,5,1983,100.0,class FemaleRealTalent,H,157.0,89.0,愛川ゆず季,60.0,52.6,
34,23,9,1985,88.0,class FemaleRealTalent,E,153.0,88.0,くぼたみか,59.0,46.2,
39,17,4,1980,83.0,class FemaleRealTalent,C,172.0,88.0,RINA,60.0,49.5,
28,25,4,1991,83.0,class FemaleRealTalent,C,169.0,87.0,川辺優紀子,58.0,49.0,
39,25,6,1980,98.0,class FemaleRealTalent,I,158.0,86.0,竹内希実,60.0,45.0,
33,30,7,1986,76.0,class FemaleRealTalent,A,172.0,85.0,Nanami,58.0,43.0,
26,20,5,1993,83.0,class FemaleRealTalent,F,155.0,84.0,谷亜沙子,59.0,42.0,
34,29,4,1985,81.0,class FemaleRealTalent,B,165.5,89.0,榎本亜弥子,59.0,48.5,
32,3,3,1987,82.0,class FemaleRealTalent,D,165.0,83.0,青山玲子,58.0,42.0,
35,18,5,1984,82.0,class FemaleRealTalent,D,150.0,80.0,桜井せな,55.0,39.0,
35,22,2,1984,86.0,class FemaleRealTalent,F,160.0,85.0,庄司ゆうこ,56.0,43.0,
35,24,11,1984,81.0,class FemaleRealTalent,A,160.0,86.0,ミシェール・ワイ,61.0,45.0,
27,9,3,1992,84.0,class FemaleRealTalent,D,160.0,80.0,夏乃美菜,56.0,43.0,
38,28,7,1981,90.0,class FemaleRealTalent,G,158.0,83.0,福永ちな,56.0,45.0,
33,23,5,1986,85.0,class FemaleRealTalent,C,160.0,86.0,石原萌,60.0,48.0,
22,31,7,1997,90.0,class FemaleRealTalent,H,148.0,80.0,RaMu,58.0,39.0,
38,2,2,1982,87.0,class FemaleRealTalent,C,163.0,89.0,堀越のり,57.0,54.0,
39,2,3,1980,80.0,class FemaleRealTalent,B,165.0,88.0,優木まおみ,59.0,47.0,
43,15,2,1976,86.0,class FemaleRealTalent,E,163.0,86.0,インリン・オブ・ジョイトイ,67.0,53.0,
31,19,6,1988,80.0,class FemaleRealTalent,D,165.0,85.0,金山睦,59.0,46.0,
37,17,12,1982,82.0,class FemaleRealTalent,D,160.0,87.0,番ことみ,58.0,46.0,
33,6,4,1986,82.0,class FemaleRealTalent,D,154.0,83.0,京本有加,56.0,45.0,
38,28,10,1981,88.0,class FemaleRealTalent,F,155.0,85.0,伊藤あい,57.0,43.0,
26,19,5,1993,80.0,class FemaleRealTalent,C,163.0,94.0,松岡里英,58.0,45.0,
35,8,8,1984,86.0,class FemaleRealTalent,G,168.0,88.0,橋本マナミ,60.0,54.0,
32,21,7,1987,95.0,class FemaleRealTalent,G,163.0,87.0,吉川綾乃,60.0,57.5,
28,3,3,1991,82.0,class FemaleRealTalent,B,167.0,88.0,坂口杏里,59.0,55.0,
40,26,8,1979,85.0,class FemaleRealTalent,F,156.0,83.0,浅田好未,55.0,38.0,
37,29,3,1982,82.0,class FemaleRealTalent,C,158.0,83.0,永田杏奈,58.0,44.0,
31,17,5,1988,80.0,class FemaleRealTalent,C,160.0,79.0,武田静加,54.0,39.0,
34,2,4,1985,84.0,class FemaleRealTalent,D,165.0,87.0,飯沼ももこ,57.0,44.0,
33,5,12,1986,82.0,class FemaleRealTalent,A,154.0,83.0,星野明日香,57.0,42.0,
37,11,7,1982,85.0,class FemaleRealTalent,D,165.0,87.0,奥田順子,71.0,59.0,
24,27,3,1995,89.0,class FemaleRealTalent,G,163.0,86.0,相原美咲,56.0,42.0,
33,24,9,1986,86.0,class FemaleRealTalent,C,167.0,89.0,リア・ディゾン,60.0,52.0,
35,15,10,1984,95.0,class FemaleRealTalent,J,147.0,85.0,花井美理,58.0,39.0,
26,20,3,1993,112.0,class FemaleRealTalent,J,162.0,99.0,うさまりあ,99.0,176.0,
25,18,11,1994,82.0,class FemaleRealTalent,D,153.0,80.0,椎名ひかり,56.0,39.0,
38,22,12,1981,88.0,class FemaleRealTalent,D,160.0,85.0,南山千恵美,58.0,42.0,
38,19,12,1981,88.0,class FemaleRealTalent,E,173.0,88.0,佐藤江梨子,58.0,53.0,
34,6,5,1985,85.0,class FemaleRealTalent,D,164.0,86.0,鈴木凛,58.0,46.0,
34,21,10,1985,88.0,class FemaleRealTalent,D,170.0,89.0,サヘル・ローズ,59.0,52.0,
36,4,11,1983,90.0,class FemaleRealTalent,G,157.0,90.0,いとうあこ,60.0,45.0,
54,18,8,1965,89.0,class FemaleRealTalent,E,162.0,90.0,堀江しのぶ,59.0,48.0,
46,22,8,1973,80.0,class FemaleRealTalent,C,166.0,83.0,三浦早苗,56.0,48.0,
31,22,11,1988,83.0,class FemaleRealTalent,E,160.0,82.0,由井香織,59.0,45.0,
35,31,7,1984,83.0,class FemaleRealTalent,D,160.0,87.0,岡村麻純,57.0,45.0,
69,12,9,1950,99.0,class FemaleRealTalent,DD,160.0,91.0,シンシア・マイヤーズ,61.0,54.0,
36,7,2,1984,115.0,class FemaleRealTalent,L,165.0,85.0,松坂南,58.0,47.0,
47,2,4,1972,80.0,class FemaleRealTalent,A,152.0,82.0,大塚ちか,57.0,40.0,
51,7,5,1968,91.0,class FemaleRealTalent,D,170.0,91.0,トレイシー・ローズ,63.0,52.0,
24,9,5,1995,81.0,class FemaleRealTalent,C,154.0,84.0,堀川美加子,58.0,41.0,
39,22,10,1980,84.0,class FemaleRealTalent,B,172.0,86.0,ソニア・スイ,58.0,48.0,
28,18,3,1991,93.0,class FemaleRealTalent,F,168.0,90.0,佐野マリア,62.0,53.0,
32,31,3,1987,85.0,class FemaleRealTalent,D,163.0,85.0,AYAMI,58.0,43.0,
36,4,10,1983,85.0,class FemaleRealTalent,D,162.0,84.0,工藤里紗,58.0,45.0,
52,28,11,1967,97.0,class FemaleRealTalent,DD,180.0,97.0,アンナ・ニコル・スミス,66.0,64.0,
50,23,8,1969,103.0,class FemaleRealTalent,I,167.0,98.0,小桜セレナ,60.0,50.0,
37,11,3,1982,93.0,class FemaleRealTalent,F,160.0,86.0,郷司利也子,60.0,50.0,
48,8,9,1971,86.0,class FemaleRealTalent,D,156.0,85.0,盛本真理子,56.0,44.0,
27,7,8,1992,79.0,class FemaleRealTalent,E,166.0,81.0,斉藤夏海,59.0,41.0,
88,5,11,1931,91.0,class FemaleRealTalent,C,163.0,86.0,マリリン・ウォルツ,58.0,51.0,
33,21,3,1986,88.0,class FemaleRealTalent,E,156.0,85.0,桜川ひめこ,60.0,45.0,
39,13,4,1980,86.0,class FemaleRealTalent,C,162.0,86.0,ヤナ・コヴァ,61.0,45.0,
39,20,7,1980,86.0,class FemaleRealTalent,A,180.0,86.0,ジゼル・ブンチェン,61.0,57.0,
42,3,11,1977,86.0,class FemaleRealTalent,D,168.0,89.0,アリア・ジョヴァンニ,64.0,56.0,
44,29,9,1975,91.0,class FemaleRealTalent,B,162.0,91.0,アヴァ・ヴィンセント,66.0,54.0,
33,6,3,1986,85.0,class FemaleRealTalent,E,160.0,85.0,雨宮める,54.0,41.0,
25,19,4,1994,90.0,class FemaleRealTalent,G,167.0,86.0,柳ゆり菜,60.0,53.0,
33,15,8,1986,86.0,class FemaleRealTalent,E,156.0,85.0,稲垣実花,58.0,46.6,
35,3,12,1984,87.0,class FemaleRealTalent,E,160.0,88.0,初音ひさみ,50.0,45.0,
71,24,9,1948,99.0,class FemaleRealTalent,D,165.0,91.0,リンダ・ムーン,61.0,57.0,
37,23,10,1982,83.0,class FemaleRealTalent,C,176.0,88.0,ビアンカ・バイ,58.0,50.0,
29,18,8,1990,88.0,class FemaleRealTalent,D,162.0,84.0,有村藍里,55.0,45.0,
27,26,1,1993,91.0,class FemaleRealTalent,G,165.3,89.0,日野未来,59.0,70.0,
42,14,6,1977,86.0,class FemaleRealTalent,B,168.0,89.0,ニコール・マルシアノ,58.0,49.0,
31,10,11,1988,80.0,class FemaleRealTalent,F,165.0,83.0,立花サキ,58.0,46.0,
36,20,9,1983,83.0,class FemaleRealTalent,E,164.0,88.0,杏さゆり,53.0,49.0,
29,19,6,1990,105.0,class FemaleRealTalent,I,167.0,80.0,加藤紗里,56.0,43.0,
26,31,1,1994,84.0,class FemaleRealTalent,E,156.0,85.0,秋田知里,58.0,42.8,
27,6,6,1992,88.0,class FemaleRealTalent,E,155.0,86.0,悠木ゆうか,58.0,43.0,
32,4,5,1987,80.0,class FemaleRealTalent,C,163.0,81.0,黒田としえ,57.0,42.0,
33,24,1,1987,83.0,class FemaleRealTalent,C,174.0,89.0,赤井沙希,60.0,53.0,
20,2,12,1999,82.0,class FemaleRealTalent,F,155.0,85.0,京佳,60.0,46.4,
30,28,11,1989,100.0,class FemaleRealTalent,I,166.0,90.0,相多愛,62.0,55.0,
40,6,1,1980,86.0,class FemaleRealTalent,D,165.0,83.0,オオシマ・ヒロミ,55.0,47.0,
28,17,1,1992,92.0,class FemaleRealTalent,G,175.0,88.0,染谷有香,60.0,59.9,
31,7,11,1988,83.0,class FemaleRealTalent,D,170.0,90.0,稲森美優,58.0,49.0,
34,15,9,1985,82.0,class FemaleRealTalent,D,165.0,86.0,ケイデン・クロス,56.0,57.0,
72,15,4,1947,86.0,class FemaleRealTalent,C,157.0,84.0,デデ・リンド,53.0,44.0,
23,26,4,1996,82.0,class FemaleRealTalent,B,156.0,78.0,小柳朋恵,59.0,40.0,
74,8,2,1946,91.0,class FemaleRealTalent,D,160.0,91.0,マリア・マクベイン,56.0,48.0,
27,13,11,1992,92.0,class FemaleRealTalent,G,156.0,89.0,井口ゆい,58.0,40.0,
52,22,8,1967,86.0,class FemaleRealTalent,E,155.0,84.0,岡田有希子,58.0,44.0,
39,29,9,1980,86.0,class FemaleRealTalent,D,168.0,87.0,片瀬ゆき,58.0,47.0,
42,6,8,1977,91.0,class FemaleRealTalent,C,170.0,86.0,ズデンカ・ポドカポーバ,61.0,48.0,
75,2,8,1944,86.0,class FemaleRealTalent,C,170.0,86.0,スーザン・デンバーグ,64.0,56.0,
33,22,11,1986,88.0,class FemaleRealTalent,F,152.0,84.0,桜りりぃ,60.0,43.0,
38,9,9,1981,94.0,class FemaleRealTalent,C,175.0,91.0,サンドラ・シャイン,64.0,57.0,
28,19,7,1991,80.0,class FemaleRealTalent,B,164.5,80.0,菅聡美,59.0,45.0,
45,2,9,1974,86.0,class FemaleRealTalent,B,165.0,89.0,イナリ・ヴァックス,64.0,56.0,
39,14,4,1980,77.0,class FemaleRealTalent,B,169.0,85.0,相沢まき,58.0,50.0,
33,21,4,1986,93.0,class FemaleRealTalent,I,148.0,86.0,堀井美月,55.0,39.0,
34,6,3,1985,86.0,class FemaleRealTalent,E,161.0,85.0,中山史奈,58.0,48.0,
27,3,3,1992,86.0,class FemaleRealTalent,F,151.0,83.0,西永嶺花,60.0,40.0,
23,11,11,1996,98.0,class FemaleRealTalent,G,167.0,82.0,安倍川緑,56.0,47.0,
71,23,3,1948,99.0,class FemaleRealTalent,DD,157.0,91.0,フラン・ジェラード,61.0,50.0,
24,26,12,1995,80.0,class FemaleRealTalent,C,158.0,80.0,川村虹花,59.0,48.0,
62,12,1,1958,86.0,class FemaleRealTalent,B,157.0,89.0,ロニー・サンダース,56.0,47.0,
49,28,12,1970,86.0,class FemaleRealTalent,C,157.0,91.0,フランチェスカ・レイ,69.0,52.0,
40,3,4,1979,93.0,class FemaleRealTalent,E,160.0,88.0,藤野羽衣子,63.0,52.0,
37,4,7,1982,86.0,class FemaleRealTalent,D,170.0,86.0,ハンナ・ハーパー,61.0,52.0,
34,14,3,1985,86.0,class FemaleRealTalent,D,160.0,86.0,エヴァ・アンジェリーナ,66.0,54.0,
37,26,1,1983,88.0,class FemaleRealTalent,F,160.0,88.0,桜井えりす,59.0,43.0,
46,3,3,1973,91.0,class FemaleRealTalent,C,175.0,86.0,ヴィクトリア・ズドロック,58.0,53.0,
21,8,9,1998,82.0,class FemaleRealTalent,D,154.0,83.0,戦慄かなの,60.0,39.0,
33,22,11,1986,86.0,class FemaleRealTalent,D,165.0,83.0,成田ゆうこ,59.0,47.0,
33,7,10,1986,81.0,class FemaleRealTalent,D,160.0,89.0,ブリー・オルソン,63.0,50.0,
29,20,3,1990,93.0,class FemaleRealTalent,I,170.0,90.0,小田飛鳥,58.0,53.0,
47,4,12,1972,91.0,class FemaleRealTalent,D,170.0,86.0,ニッキー・タイラー,64.0,52.0,
30,9,11,1989,82.0,class FemaleRealTalent,F,164.0,83.0,宇田川ひとみ,56.0,45.0,
31,14,3,1988,83.0,class FemaleRealTalent,H,160.0,83.0,さくまみお,58.0,42.0,
32,24,4,1987,89.0,class FemaleRealTalent,F,158.0,85.0,いけながあいみ,58.0,40.0,
38,16,2,1981,86.0,class FemaleRealTalent,D,168.0,84.0,テリ・マリー・ハリソン,66.0,53.0,
30,23,2,1989,76.0,class FemaleRealTalent,D,158.0,82.0,中川美樹,60.0,43.0,
44,11,12,1975,93.0,class FemaleRealTalent,F,165.0,88.0,井上尚子,60.0,48.0,
38,23,6,1981,81.0,class FemaleRealTalent,B,175.0,86.0,モニカ・スウィートハート,55.0,48.0,
44,12,2,1976,94.0,class FemaleRealTalent,C,165.0,91.0,シルヴィア・セイント,58.0,50.0,
34,8,3,1985,102.0,class FemaleRealTalent,EE,164.0,88.0,エヴァ・ソネット,62.0,52.0,
32,12,6,1987,85.0,class FemaleRealTalent,D,177.0,85.0,高野人母美,57.0,50.0,
32,3,10,1987,83.0,class FemaleRealTalent,C,158.0,91.0,坪木菜果,60.0,45.0,
41,21,5,1978,96.0,class FemaleRealTalent,F,178.0,76.0,ブリアナ・バンクス,66.0,57.0,
28,26,6,1991,80.0,class FemaleRealTalent,C,153.0,88.0,佐倉レイナ,59.0,40.0,
33,18,11,1986,81.0,class FemaleRealTalent,B,173.0,88.0,セリーナ・クオック,60.0,47.5,
33,4,1,1987,83.0,class FemaleRealTalent,F,159.0,82.0,西川さち,54.0,40.0,
33,27,3,1986,86.0,class FemaleRealTalent,F,156.0,87.0,大野かなこ,60.0,45.0,
